SampleID	SampleName	SampleType	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	AccessionID	Plate	PlateCoordinate	HarvestDate	GrindDate	ExtractionDate	QuantificaitonDate	BisulfiteDate	LibraryDate	library_prep_set_alias	ng/uL	total volume (uL)	total gDNA (ug)	uL for 80ng	h2o to 45ul	output volume (uL)	input volume (uL)	expected input gDNA (ug)	index d5	index d7	output well	200-500 Molarity (nmol/L)	Sequencing Batch	Submitted for sequencing
S60414	BdTR10o_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28415	741	BdTR10o_R2F	BdTR10o	Clone5	2	741	5	G4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	10.90	160	1744.57	7.34	37.66	15	5	26.67	507	704	G4	1.114	L5t	May42016
S60415	BdTR3f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28416	682	BdTR3f_R1F	BdTR3f	Clone2	1	682	5	H4	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	19.93	160	3188.44	4.01	40.99	15	5	26.67	508	704	H4	0.015	REDO	
S60416	BdTR5i_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28417	703	BdTR5i_R2F	BdTR5i	Clone3	2	703	5	A5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	15.02	160	2403.83	5.32	39.68	15	5	26.67	501	705	A5	1.201	L5t	May42016
S60417	BdTR10b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28418	729	BdTR10b_R2F	BdTR10b	Clone5	2	729	5	B5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	9.72	160	1554.45	8.23	36.77	15	5	26.67	502	705	B5	4.912	L5t	May42016
S60418	BdTR9g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28419	722	BdTR9g_R1F	BdTR9g	Clone4	1	722	5	C5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	15.75	160	2519.62	5.08	39.92	15	5	26.67	503	705	C5	1.945	L5t	May42016
S60419	BdTR13f_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28420	759	BdTR13f_R1F	BdTR13f	Clone7	1	759	5	D5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	11.95	160	1912.18	6.69	38.31	15	5	26.67	504	705	D5	1.860	L5t	May42016
S60420	BdTR3d_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28421	680	BdTR3d_R3F	BdTR3d	Clone2	3	680	5	E5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	14.68	160	2349.42	5.45	39.55	15	5	26.67	505	705	E5	3.028	L5t	May42016
S60421	BdTR13f_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28422	759	BdTR13f_R3F	BdTR13f	Clone7	3	759	5	F5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	12.86	160	2058.06	6.22	38.78	15	5	26.67	506	705	F5	3.174	L5t	May42016
S60422	BdTR1g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28423	653	BdTR1g_R1F	BdTR1g	Clone1	1	653	5	G5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	6.62	160	1059.41	12.08	32.92	15	5	26.67	507	705	G5	3.971	L5t	May42016
S60423	BdTR2p_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28424	674	BdTR2p_R1F	BdTR2p	Clone1	1	674	5	H5	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	18.27	160	2922.98	4.38	40.62	15	5	26.67	508	705	H5	1.010	L5t	May42016
S60424	BdTR2k_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28425	670	BdTR2k_R1F	BdTR2k	Clone1	1	670	5	A6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	7.59	160	1214.26	10.54	34.46	15	5	26.67	501	706	A6	1.300	L5t	May42016
S60425	BdTR13i_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28426	762	BdTR13i_R3F	BdTR13i	Clone7	3	762	5	B6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	9.91	160	1585.34	8.07	36.93	15	5	26.67	502	706	B6	2.542	L5t	May42016
S60426	BdTR3h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28427	684	BdTR3h_R2F	BdTR3h	Clone2	2	684	5	C6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	14.10	160	2255.36	5.68	39.32	15	5	26.67	503	706	C6	2.033	L5t	May42016
S60427	BdTR13b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28428	755	BdTR13b_R1F	BdTR13b	Clone7	1	755	5	D6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.90	160	2224.47	5.75	39.25	15	5	26.67	504	706	D6	1.474	L5t	May42016
S60428	BdTR5j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28429	704	BdTR5j_R2F	BdTR5j	Clone3	2	704	5	E6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	16.48	160	2636.60	4.85	40.15	15	5	26.67	505	706	E6	1.547	L5t	May42016
S60429	GUL1-2_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28430	367	GUL1-2_R3F	GUL1-2	HYB1	3	367	5	F6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	19.22	160	3075.04	4.16	40.84	15	5	26.67	506	706	F6	1.719	L5t	May42016
S60430	BdTR9m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28431	727	BdTR9m_R3F	BdTR9m	Clone4	3	727	5	G6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	4.74	160	758.48	16.88	28.12	15	5	26.67	507	706	G6	1.645	L5t	May42016
S60431	BLA1_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28432	252	BLA1_R1F	BLA1	HYB1	1	252	5	H6	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	10.06	160	1609.65	7.95	37.05	15	5	26.67	508	706	H6	2.246	L5t	May42016
S60432	BdTR11g_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28433	748	BdTR11g_R1F	BdTR11g	Clone6	1	748	5	A7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	15.47	160	2474.78	5.17	39.83	15	5	26.67	501	707	A7	3.249	L5t	May42016
S60433	BdTR11f_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28434	747	BdTR11f_R2F	BdTR11f	Clone6	2	747	5	B7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	14.15	160	2264.32	5.65	39.35	15	5	26.67	502	707	B7	1.852	L5t	May42016
S60434	BdTR2j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28435	669	BdTR2j_R3F	BdTR2j	Clone1	3	669	5	C7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	17.36	160	2777.30	4.61	40.39	15	5	26.67	503	707	C7	1.820	L5t	May42016
S60435	BdTR3n_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28436	689	BdTR3n_R2F	BdTR3n	Clone2	2	689	5	D7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	5.66	160	906.15	14.13	30.87	15	5	26.67	504	707	D7	4.010	L5t	May42016
S60436	GUL1-2_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28437	367	GUL1-2_R2F	GUL1-2	HYB1	2	367	5	E7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	16.95	160	2711.53	4.72	40.28	15	5	26.67	505	707	E7	2.824	L5t	May42016
S60437	ELI10_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28438	349	ELI10_R1F	ELI10	HYB1	1	349	5	F7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	18.51	160	2961.64	4.32	40.68	15	5	26.67	506	707	F7	2.391	L5t	May42016
S60438	GUL3-8_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28439	389	GUL3-8_R3F	GUL3-8	HYB1	3	389	5	G7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	12.93	160	2068.82	6.19	38.81	15	5	26.67	507	707	G7	1.210	L5t	May42016
S60439	BdTR2g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28440	666	BdTR2g_R3F	BdTR2g	Clone1	3	666	5	H7	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	9.57	160	1530.53	8.36	36.64	15	5	26.67	508	707	H7	1.005	L5t	May42016
S60440	BdTR9k_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28441	726	BdTR9k_R1F	BdTR9k	Clone4	1	726	5	A8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	7.94	160	1270.66	10.07	34.93	15	5	26.67	501	708	A8	1.542	L5t	May42016
S60441	BdTR2h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28442	667	BdTR2h_R2F	BdTR2h	Clone1	2	667	5	B8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	8.41	160	1344.99	9.52	35.48	15	5	26.67	502	708	B8	1.768	L5t	May42016
S60442	BdTR11i_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28443	750	BdTR11i_R1F	BdTR11i	Clone6	1	750	5	C8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.41	160	2146.34	5.96	39.04	15	5	26.67	503	708	C8	0.641	L5t	May42016
S60443	BdTR13m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28444	765	BdTR13m_R1F	BdTR13m	Clone7	1	765	5	D8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	12.20	160	1951.83	6.56	38.44	15	5	26.67	504	708	D8	0.897	L5t	May42016
S60444	BdTR2m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28445	671	BdTR2m_R3F	BdTR2m	Clone1	3	671	5	E8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	9.83	160	1573.38	8.14	36.86	15	5	26.67	505	708	E8	2.240	L5t	May42016
S60445	BdTR3j_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28446	686	BdTR3j_R2F	BdTR3j	Clone2	2	686	5	F8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.16	160	2105.89	6.08	38.92	15	5	26.67	506	708	F8	1.428	L5t	May42016
S60446	BdTR13j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28447	763	BdTR13j_R1F	BdTR13j	Clone7	1	763	5	G8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.04	160	2086.56	6.13	38.87	15	5	26.67	507	708	G8	0.492	L5t	May42016
S60447	Bd21_R13F_DNA	Leaf3 + 7 Bdis gDNA isolation	28448	4741	Bd21_R13F	Bd21	Bd21	13	4741	5	H8	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	4.99	160	798.14	16.04	28.96	15	5	26.67	508	708	H8	1.175	L5t	May42016
S60448	BdTR3t_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28449	694	BdTR3t_R3F	BdTR3t	Clone2	3	694	5	A9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	12.35	160	1976.55	6.48	38.52	15	5	26.67	501	709	A9	0.209	L5t	May42016
S60449	BdTR10b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28450	729	BdTR10b_R1F	BdTR10b	Clone5	1	729	5	B9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	8.30	160	1327.45	9.64	35.36	15	5	26.67	502	709	B9	2.985	L5t	May42016
S60450	BdTR5m_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28451	706	BdTR5m_R3F	BdTR5m	Clone3	3	706	5	C9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	13.05	160	2087.35	6.13	38.87	15	5	26.67	503	709	C9	1.316	L5t	May42016
S60451	BdTR13k_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28452	764	BdTR13k_R1F	BdTR13k	Clone7	1	764	5	D9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	6.57	160	1051.83	12.17	32.83	15	5	26.67	504	709	D9	2.264	L5t	May42016
S60452	BdTR10h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28453	735	BdTR10h_R1F	BdTR10h	Clone5	1	735	5	E9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	6.66	160	1066.18	12.01	32.99	15	5	26.67	505	709	E9	2.798	L5t	May42016
S60453	BdTR9j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28454	725	BdTR9j_R1F	BdTR9j	Clone4	1	725	5	F9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	6.98	160	1117.40	11.46	33.54	15	5	26.67	506	709	F9	3.638	L5t	May42016
S60454	BdTR10a_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28455	728	BdTR10a_R3F	BdTR10a	Clone5	3	728	5	G9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	10.72	160	1715.08	7.46	37.54	15	5	26.67	507	709	G9	0.681	L5t	May42016
S60455	BdTR1n_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28456	659	BdTR1n_R2F	BdTR1n	Clone1	2	659	5	H9	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr132016	L5t.2	7.05	160	1128.16	11.35	33.65	15	5	26.67	508	709	H9	3.220	L5t	May42016
S60456	BdTR2g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28457	666	BdTR2g_R2F	BdTR2g	Clone1	2	666	5	A10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	7.68	160	1228.01	10.42	34.58	15	5	26.67	501	710	A10	3.611	L5t	May42016
S60457	BdTR2m_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28458	671	BdTR2m_R1F	BdTR2m	Clone1	1	671	5	B10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	9.20	160	1472.54	8.69	36.31	15	5	26.67	502	710	B10	0.881	L5t	May42016
S60458	BdTR3n_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28459	689	BdTR3n_R3F	BdTR3n	Clone2	3	689	5	C10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	11.55	160	1847.21	6.93	38.07	15	5	26.67	503	710	C10	1.014	L5t	May42016
S60459	BdTR1k_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28460	657	BdTR1k_R2F	BdTR1k	Clone1	2	657	5	D10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	7.89	160	1263.08	10.13	34.87	15	5	26.67	504	710	D10	1.406	L5t	May42016
S60460	BdTR10n_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28461	740	BdTR10n_R3F	BdTR10n	Clone6	3	740	5	E10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	11.16	160	1785.43	7.17	37.83	15	5	26.67	505	710	E10	1.386	L5t	May42016
S60461	BdTR11c_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28462	744	BdTR11c_R1F	BdTR11c	Clone6	1	744	5	F10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	13.75	160	2200.15	5.82	39.18	15	5	26.67	506	710	F10	0.615	L5t	May42016
S60462	BdTR10g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28463	734	BdTR10g_R2F	BdTR10g	Clone5	2	734	5	G10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	8.79	160	1407.17	9.10	35.90	15	5	26.67	507	710	G10	0.316	L5t	May42016
S60463	BdTR11c_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28464	744	BdTR11c_R3F	BdTR11c	Clone6	3	744	5	H10	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	6.23	160	996.43	12.85	32.15	15	5	26.67	508	710	H10	0.895	L5t	May42016
S60464	BdTR10c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28465	730	BdTR10c_R2F	BdTR10c	Clone5	2	730	5	A11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	12.04	160	1925.93	6.65	38.35	15	5	26.67	501	711	A11	0.711	L5t	May42016
S60465	BdTR3j_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28466	686	BdTR3j_R1F	BdTR3j	Clone2	1	686	5	B11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	17.30	160	2767.93	4.62	40.38	15	5	26.67	502	711	B11	0.865	L5t	May42016
S60466	ELI1_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28467	342	ELI1_R1F	ELI1	HYB1	1	342	5	C11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	29.55	160	4727.37	2.71	42.29	15	5	26.67	503	711	C11	0.600	L5t	May42016
S60467	BdTR3e_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28468	681	BdTR3e_R3F	BdTR3e	Clone2	3	681	5	D11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	19.83	160	3172.10	4.04	40.96	15	5	26.67	504	711	D11	0.240	L5t	May42016
S60468	Bd21_R7F_DNA	Leaf3 + 7 Bdis gDNA isolation	28469	4741	Bd21_R7F	Bd21	Bd21	7	4741	5	E11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	11.18	160	1788.02	7.16	37.84	15	5	26.67	505	711	E11	1.657	L5t	May42016
S60469	BdTR13m_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28470	765	BdTR13m_R2F	BdTR13m	Clone7	2	765	5	F11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	10.42	160	1667.45	7.68	37.32	15	5	26.67	506	711	F11	0.000	REDO	
S60470	BdTR13j_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28471	763	BdTR13j_R3F	BdTR13j	Clone7	3	763	5	G11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	15.49	160	2478.16	5.17	39.83	15	5	26.67	507	711	G11	0.186	L5t	May42016
S60471	BdTR3h_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28472	684	BdTR3h_R3F	BdTR3h	Clone2	3	684	5	H11	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	22.12	160	3538.59	3.62	41.38	15	5	26.67	508	711	H11	0.403	L5t	May42016
S60472	BdTR9a_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28473	717	BdTR9a_R1F	BdTR9a	Clone4	1	717	5	A12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	11.51	160	1842.22	6.95	38.05	15	5	26.67	501	712	A12	1.710	L5t	May42016
S60473	BdTR3p_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28474	691	BdTR3p_R1F	BdTR3p	Clone2	1	691	5	B12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	12.39	160	1983.12	6.45	38.55	15	5	26.67	502	712	B12	0.742	L5t	May42016
S60474	BdTR9a_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28475	717	BdTR9a_R2F	BdTR9a	Clone4	2	717	5	C12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	12.89	160	2062.64	6.21	38.79	15	5	26.67	503	712	C12	1.048	L5t	May42016
S60475	BRO1-1_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28476	278	BRO1-1_R1F	BRO1-1	HYB1	1	278	5	D12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	25.49	160	4078.87	3.14	41.86	15	5	26.67	504	712	D12	1.486	L5t	May42016
S60476	BdTR1h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28477	654	BdTR1h_R2F	BdTR1h	Clone1	2	654	5	E12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	26.13	160	4180.31	3.06	41.94	15	5	26.67	505	712	E12	0.000	REDO	
S60477	BdTR2p_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28478	674	BdTR2p_R3F	BdTR2p	Clone1	3	674	5	F12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	17.01	160	2721.90	4.70	40.30	15	5	26.67	506	712	F12	0.088	REDO	
S60478	BdTR10a_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28479	728	BdTR10a_R2F	BdTR10a	Clone5	2	728	5	G12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	13.18	160	2109.28	6.07	38.93	15	5	26.67	507	712	G12	1.670	L5t	May42016
S60479	BdTR1g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28480	653	BdTR1g_R3F	BdTR1g	Clone1	3	653	5	H12	Jan62016	Jan222016	Jan272016	Mar72016	Mar182016	Apr152016	L5t.3	20.70	160	3311.60	3.87	41.13	15	5	26.67	508	712	H12	1.046	L5t	May42016
S60480	BdTR13g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28481	760	BdTR13g_R3F	BdTR13g	Clone7	3	760	6	A1	Jan62016	Jan222016	Jan272016	Mar162016				8.43	160	1349.39008	9.49	35.51	15	5	26.67			A1			
S60481	BdTR1b_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28482	648	BdTR1b_R3F	BdTR1b	Clone1	3	648	6	B1	Jan62016	Jan222016	Jan272016	Mar162016				11.50	160	1840.54176	6.95	38.05	15	5	26.67			B1			
S60482	BdTR10e_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28483	732	BdTR10e_R1F	BdTR10e	Clone5	1	732	6	C1	Jan62016	Jan222016	Jan272016	Mar162016				10.83	160	1733.02096	7.39	37.61	15	5	26.67			C1			
S60483	BdTR1b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28484	648	BdTR1b_R1F	BdTR1b	Clone1	1	648	6	D1	Jan62016	Jan222016	Jan272016	Mar162016				9.23	160	1477.33376	8.66	36.34	15	5	26.67			D1			
S60484	BdTR9a_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28485	717	BdTR9a_R3F	BdTR9a	Clone4	3	717	6	E1	Jan62016	Jan222016	Jan272016	Mar162016				6.91	160	1106.31712	11.57	33.43	15	5	26.67			E1			
S60485	BdTR3b_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28486	678	BdTR3b_R1F	BdTR3b	Clone2	1	678	6	F1	Jan62016	Jan222016	Jan272016	Mar162016				6.28	160	1004.2024	12.75	32.25	15	5	26.67			F1			
S60486	BdTR3k_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28487	687	BdTR3k_R2F	BdTR3k	Clone2	2	687	6	G1	Jan62016	Jan222016	Jan272016	Mar162016				5.20	160	832.40944	15.38	29.62	15	5	26.67			G1			
S60487	BdTR3p_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28488	691	BdTR3p_R3F	BdTR3p	Clone2	3	691	6	H1	Jan62016	Jan222016	Jan272016	Mar162016				3.71	160	594.34208	21.54	23.46	15	5	26.67			H1			
S60488	BdTR5d_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28489	698	BdTR5d_R1F	BdTR5d	Clone3	1	698	6	A2	Jan62016	Jan222016	Jan272016	Mar162016				3.28	160	525.46464	24.36	20.64	15	5	26.67			A2			
S60489	BdTR1g_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28490	653	BdTR1g_R2F	BdTR1g	Clone1	2	653	6	B2	Jan62016	Jan222016	Jan272016	Mar162016				11.70	160	1872.37744	6.84	38.16	15	5	26.67			B2			
S60490	BdTR2s_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28491	676	BdTR2s_R3F	BdTR2s	Clone1	3	676	6	C2	Jan62016	Jan222016	Jan272016	Mar162016				13.39	160	2142.88128	5.97	39.03	15	5	26.67			C2			
S60491	BdTR3g_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28492	683	BdTR3g_R3F	BdTR3g	Clone2	3	683	6	D2	Jan62016	Jan222016	Jan272016	Mar162016				15.63	160	2501.28384	5.12	39.88	15	5	26.67			D2			
S60492	BdTR1k_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28493	657	BdTR1k_R3F	BdTR1k	Clone1	3	657	6	E2	Jan62016	Jan222016	Jan272016	Mar162016				6.26	160	1000.99872	12.79	32.21	15	5	26.67			E2			
S60493	BdTR10d_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28494	731	BdTR10d_R2F	BdTR10d	Clone5	2	731	6	F2	Jan62016	Jan222016	Jan272016	Mar162016				4.14	160	662.01808	19.33	25.67	15	5	26.67			F2			
S60494	BdTR13b_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28495	755	BdTR13b_R2F	BdTR13b	Clone7	2	755	6	G2	Jan62016	Jan222016	Jan272016	Mar162016				4.38	160	700.8616	18.26	26.74	15	5	26.67			G2			
S60495	BdTR1a_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28496	647	BdTR1a_R2F	BdTR1a	Clone1	2	647	6	H2	Jan62016	Jan222016	Jan272016	Mar162016				4.65	160	744.71088	17.19	27.81	15	5	26.67			H2			
S60496	BdTR3i_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28497	685	BdTR3i_R3F	BdTR3i	Clone2	3	685	6	A3	Jan62016	Jan222016	Jan272016	Mar162016				4.22	160	674.432	18.98	26.02	15	5	26.67			A3			
S60497	BdTR5h_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28498	702	BdTR5h_R2F	BdTR5h	Clone3	2	702	6	B3	Jan62016	Jan222016	Jan272016	Mar162016				5.13	160	821.39696	15.58	29.42	15	5	26.67			B3			
S60498	BdTR1h_R1F_DNA	Leaf3 + 7 Bdis gDNA isolation	28499	654	BdTR1h_R1F	BdTR1h	Clone1	1	654	6	C3	Jan62016	Jan222016	Jan272016	Mar162016				9.23	160	1476.93328	8.67	36.33	15	5	26.67			C3			
S60499	BdTR2c_R2F_DNA	Leaf3 + 7 Bdis gDNA isolation	28500	662	BdTR2c_R2F	BdTR2c	Clone1	2	662	6	D3	Jan62016	Jan222016	Jan272016	Mar162016				4.55	160	727.29136	17.60	27.40	15	5	26.67			D3			
S60500	BdTR9k_R3F_DNA	Leaf3 + 7 Bdis gDNA isolation	28501	726	BdTR9k_R3F	BdTR9k	Clone4	3	726	6	E3	Jan62016	Jan222016	Jan272016	Mar162016				4.15	160	664.42064	19.26	25.74	15	5	26.67			E3			
